paper_id,title
22268691,Comparative and meta-analytic insights into life extension via dietary restriction.
29337987,Identification of a noncanonical function for ribose-5-phosphate isomerase A promotes colorectal cancer formation by stabilizing and activating β-catenin via a novel C-terminal domain.
29076500,Plasma membrane changes during programmed cell deaths.
17173172,[Anopheles cruzii parity in dense rain forest in Southern Brazil].
27652261,"Immediate Adverse Reactions to Gadolinium-Based MR Contrast Media: A Retrospective Analysis on 10,608 Examinations."
28627731,Cell migration analysis: A low-cost laboratory experiment for cell and developmental biology courses using keratocytes from fish scales.
29416509,Decoys Selection in Benchmarking Datasets: Overview and Perspectives.
29291850,Disentangling pectic homogalacturonan and rhamnogalacturonan-I polysaccharides: Evidence for sub-populations in fruit parenchyma systems.
28891227,Expression of regulatory genes in the embryonic brain of a lizard and implications for understanding pallial organization and evolution.
22786455,Consumer/patient encounters with prescription drug monitoring programs: evidence from a Medicaid population.
28985478,Alteration of RNA Splicing by Small-Molecule Inhibitors of the Interaction between NHP2L1 and U4.
29396327,Prognostic impact of anastomotic leakage after elective colon resection for cancer - A propensity score matched analysis of 628 patients.
27554589,Functional Diversification of the Four MARCKS Family Members in Zebrafish Neural Development.
29375792,Comparing the effects of even- and uneven-aged silviculture on ecological diversity and processes: A review.
28901935,"Partial pancreatoduodenectomy versus duodenum-preserving pancreatic head resection in chronic pancreatitis: the multicentre, randomised, controlled, double-blind ChroPac trial."
29319501,Unit of analysis issues in laboratory-based research.
28009293,Calcium Release from Stores Inhibits GIRK.
29256865,HCN2 channels in the ventral tegmental area regulate behavioral responses to chronic stress.
29379077,Immunomodulatory capacity of the serotonin receptor 5-HT2B in a subset of human dendritic cells.
28318008,Meta-analysis of prophylactic abdominal drainage in pancreatic surgery.
28814746,Rewiring of the FtsH regulatory network by a single nucleotide change in saeS of Staphylococcus aureus.
29416569,Phylogeographic diversity and mosaicism of the Helicobacter pylori tfs integrative and conjugative elements.
29403314,Guidance for using pilot studies to inform the design of intervention trials with continuous outcomes.
29071392,A transcriptome-SNP-derived linkage map of Apios americana (potato bean) provides insights about genome re-organization and synteny conservation in the phaseoloid legumes.
29370846,Exacerbations and healthcare resource utilization among COPD patients in a Swedish registry-based nation-wide study.
29264379,Wetland agribusiness aspects and potential in Bangladesh.
28862343,Cellular Detection of G-Quadruplexes by Optical Imaging Methods.
25975270,"Loss of the Mono-ADP-ribosyltransferase, Tiparp, Increases Sensitivity to Dioxin-induced Steatohepatitis and Lethality."
28621176,Women's decision-making about self-protection during sexual activity in the deep south of the USA: a grounded theory study.
28160318,The Relationship Between Nonsuicidal Self-Injury Age of Onset and Severity of Self-Harm.
28422612,Assessing Non-Suicidal Self-Injury in the Laboratory.
27176128,Development and validation of empirically derived frequency criteria for NSSI disorder using exploratory data mining.
26401298,The relationship between non-suicidal self-injury and borderline personality disorder symptoms in a college sample.
26747213,Subjective pain during NSSI as an active agent in suicide risk.
27689801,Antecolic versus retrocolic reconstruction after partial pancreaticoduodenectomy.
27342982,"Infections following arthroscopic rotator cuff repair: incidence, risk factors, and prophylaxis."
29296632,Free serratus anterior fascial flap combined with vascularized scapular bone for reconstruction of dorsal hand and finger defects.
29379368,Evaluation of genetic diversity of Panicum turgidum Forssk from Saudi Arabia.
29329238,Long-Chain Metabolites of Vitamin E: Metabolic Activation as a General Concept for Lipid-Soluble Vitamins?
29193554,Do delays in data availability limit the implementation of near real-time vaccine safety surveillance using the Clinical Practice Research Datalink?
29422866,The Balance of [Formula: see text] Secretion vs. Reabsorption in the Endometrial Epithelium Regulates Uterine Fluid pH.
29159245,Data on evolutionary relationships of Aeromonas hydrophila and Serratia proteamaculans that attach to water tanks.
29034310,Further education improves cognitive reserve and triggers improvement in selective cognitive functions in older adults: The Tasmanian Healthy Brain Project.
28638001,Comparison between Glioblastoma and Primary Central Nervous System Lymphoma Using MR Image-based Texture Analysis.
25342807,Computational design of water-soluble α-helical barrels.
25982388,The human RBPome: from genes and proteins to human disease.
29381759,Faecal glucocorticoid metabolites and body temperature in Australian merino ewes (Ovis aries) during summer artificial insemination (AI) program.
29381146,Australia's continental-scale acoustic tracking database and its automated quality control process.
29382880,Antibody-mediated enhancement aggravates chikungunya virus infection and disease severity.
27799963,Transarterial Ethanol Ablation Combined with Transarterial Chemoembolization for Hepatocellular Carcinoma with Portal Vein Tumor Thrombus.
29129612,Why lipostatic set point systems are unlikely to evolve.
29316705,Translocation Breakpoints Preferentially Occur in Euchromatin and Acrocentric Chromosomes.
28977935,Overexpression of the E2F target gene CENPI promotes chromosome instability and predicts poor prognosis in estrogen receptor-positive breast cancer.
29385178,"A high carbohydrate, but not fat or protein meal attenuates postprandial ghrelin, PYY and GLP-1 responses in Chinese men."
29389983,Molecular typing of Legionella pneumophila isolates from environmental water samples and clinical samples using a five-gene sequence typing and standard Sequence-Based Typing.
29301247,Toxicology of Gambierdiscus spp. (Dinophyceae) from Tropical and Temperate Australian Waters.
29106599,ASpedia: a comprehensive encyclopedia of human alternative splicing.
29434545,An Updated Survey on Statistical Thresholding and Sample Size of fMRI Studies.
29319503,Synthesizing artificial devices that redirect cellular information at will.
29349101,Multilayered complex network datasets for three supply chain network archetypes on an urban road grid.
29300353,Computational Insights into the Interactions between Calmodulin and the c/nSH2 Domains of p85α Regulatory Subunit of PI3Kα: Implication for PI3Kα Activation by Calmodulin.
29391407,Dysregulated fibronectin trafficking by Hsp90 inhibition restricts prostate cancer cell invasion.
29316722,Quantitative Analysis of Hepatitis C NS5A Viral Protein Dynamics on the ER Surface.
29316607,Secondary Metabolites of Mangrove-Associated Strains of Talaromyces.
29382345,Investigation of genetic variation and lifestyle determinants in vitamin D levels in Arab individuals.
27146053,Incisional Hernia Rates After Laparoscopic or Open Abdominal Surgery-A Systematic Review and Meta-Analysis.
29410601,Application of the GRADE Approach in the Development of Guidelines and Recommendations in Genomic Medicine.
29423094,Differential regulation of the androgen receptor by protein phosphatase regulatory subunits.
29290589,CCPG1 Is a Non-canonical Autophagy Cargo Receptor Essential for ER-Phagy and Pancreatic ER Proteostasis.
29389950,Genetic polymorphisms associated with psoriasis and development of psoriatic arthritis in patients with psoriasis.
29292367,Elevated Adenylyl Cyclase 9 Expression Is a Potential Prognostic Biomarker for Patients with Colon Cancer.
29394256,The natural anti-tumor compound Celastrol targets a Myb-C/EBPβ-p300 transcriptional module implicated in myeloid gene expression.
29423367,Management of severe childhood pneumonia by day care approach in developing countries.
28967166,"VariantValidator: Accurate validation, mapping, and formatting of sequence variation descriptions."
29435121,Lipidomics reveals altered biosynthetic pathways of glycerophospholipids and cell signaling as biomarkers of the polycystic ovary syndrome.
29624815,Responding effectively to adult mental health patient feedback in an online environment: A coproduced framework.
29403368,On the Efficiency of Individualized Theta/Beta Ratio Neurofeedback Combined with Forehead EMG Training in ADHD Children.
28911212,Apposition to endometrial epithelial cells activates mouse blastocysts for implantation.
26631113,Targeting acute myeloid leukemia with a small molecule inhibitor of the Myb/p300 interaction.
28704374,Spatial organization of the budding yeast genome in the cell nucleus and identification of specific chromatin interactions from multi-chromosome constrained chromatin model.
29402303,Stepped-wedge randomised trial of laparoscopic ventral mesh rectopexy in adults with chronic constipation: study protocol for a randomized controlled trial.
29304007,Living with Smoker(s) and Smoking Cessation in Chinese Adult Smokers: Cross-Sectional and Prospective Evidence from Hong Kong Population Health Survey.
29294013,An Evolutionary Landscape of A-to-I RNA Editome across Metazoan Species.
3185713,Viral myb oncogene encodes a sequence-specific DNA-binding activity.
29534165,"A New Gall Midge Species of Asphondylia (Diptera: Cecidomyiidae) Inducing Flower Galls on Clinopodium nepeta (Lamiaceae) From Europe, Its Phenology, and Associated Fungi."
29405119,Thalamocortical and corticothalamic pathways differentially contribute to goal-directed behaviors in the rat.
29375975,Computational Intelligence-Assisted Understanding of Nature-Inspired Superhydrophobic Behavior.
29627152,Three-dimensional radiographic evaluation of root migration patterns 4-8.5 years after lower third molar coronectomy: a cone beam computed tomography study.
29411163,Mordred: a molecular descriptor calculator.
29410618,Biological Clocks and Rhythms of Anger and Aggression.
29346272,"Viral and Antibody Kinetics, and Mosquito Infectivity of an Imported Case of Zika Fever Due to Asian Genotype (American Strain) in Singapore."
29405116,"Developmental evolution of the forebrain in cavefish, from natural variations in neuropeptides to behavior."
29416399,"Ten unique and charismatic new species of Microgastrinae wasps (Hymenoptera, Braconidae) from North America."
29441010,An Aged Canid with Behavioral Deficits Exhibits Blood and Cerebrospinal Fluid Amyloid Beta Oligomers.
27132544,Taste intensity modulates effective connectivity from the insular cortex to the thalamus in humans.
21998555,"The genus Diolcogaster Ashmead, 1900 (Hymenoptera, Braconidae, Microgastrinae) from China."
28377687,"The Changing Landscape of Neuroscience Research, 2006-2015: A Bibliometric Study."
28413706,Basic taste processing recruits bilateral anteroventral and middle dorsal insulae: An activation likelihood estimation meta-analysis of fMRI studies.
29357359,Compound heterozygous loss-of-function mutations in KIF20A are associated with a novel lethal congenital cardiomyopathy in two siblings.
25745861,High resolution time-intensity recording with synchronized solution delivery system for the human dynamic taste perception.
28759055,"A role for the tfs3 ICE-encoded type IV secretion system in pro-inflammatory signalling by the Helicobacter pylori Ser/Thr kinase, CtkA."
28785211,At the Leading Front of Neuroscience: A Bibliometric Study of the 100 Most-Cited Articles.
28979201,Do Neuroscience Journals Accept Replications? A Survey of Literature.
29416397,"A new lineage of braconid wasps in Burmese Cenomanian amber (Hymenoptera, Braconidae)."
29456498,Using SPM 12's Second-Level Bayesian Inference Procedure for fMRI Analysis: Practical Guidelines for End Users.
29706517,Liverwort Mimesis in a Cretaceous Lacewing Larva.
24263193,Cultural influences on the neural correlate of moral decision making processes.
29466382,Mating and aggregative behaviors among basal hexapods in the Early Cretaceous.
29434680,Predictors of anti-VEGF drug-induced hypertension using different hypertension criteria: a secondary analysis of the COMPARZ study.
26772629,Influence of the cortical midline structures on moral emotion and motivation in moral decision-making.
29324039,Phylogeny and Evolution of Neuropterida: Where Have Wings of Lace Taken Us?
24691813,"Virtue ethics, positive psychology, and a new model of science and engineering ethics education."
29290706,"A new species of the carpenter bee genus Xylocopa from the Sarawat Mountains in southwestern Saudi Arabia (Hymenoptera, Apidae)."
29118643,"An Early Miocene bumble bee from northern Bohemia (Hymenoptera, Apidae)."
29186007,Anatomically realistic ultrasound phantoms using gel wax with 3D printed moulds.
29402293,Genetic variants of RNASE3 (ECP) and susceptibility to severe malaria in Senegalese population.
27958352,Fossil record of stem groups employed in evaluating the chronogram of insects (Arthropoda: Hexapoda).
27395524,A review of the New Caledonian Arpactophilus (Hymenoptera: Crabronidae).
26263417,Performance characteristics of an interventional multispectral photoacoustic imaging system for guiding minimally invasive procedures.
26879963,The first Mesozoic microwhip scorpion (Palpigradi): a new genus and species in mid-Cretaceous amber from Myanmar.
29415761,Direct serogrouping of Dichelobacter nodosus from Victorian farms using conventional multiplex polymerase chain reaction.
26798287,"Revision of the green lacewing subgenus Ankylopteryx (Sencera) (Neuroptera, Chrysopidae)."
29386514,Control of cell morphology and differentiation by substrates with independently tunable elasticity and viscous dissipation.
24691813,"Virtue ethics, positive psychology, and a new model of science and engineering ethics education."
29430519,Heterogeneities in Axonal Structure and Transporter Distribution Lower Dopamine Reuptake Efficiency.
26448709,"Rediscovered parasitism of Andrena savignyi Spinola (Hymenoptera, Andrenidae) by Stylops (Strepsiptera, Stylopidae) and revised taxonomic status of the parasite."
29559822,"Taxonomic annotation of public fungal ITS sequences from the built environment - a report from an April 10-11, 2017 workshop (Aberdeen, UK)."
24691813,"Virtue ethics, positive psychology, and a new model of science and engineering ethics education."
28388929,Novel soil-inhabiting clades fill gaps in the fungal tree of life.
25430773,Fungal biogeography. Global diversity and geography of soil fungi.
29339561,Prepared stimuli enhance aversive learning without weakening the impact of verbal instructions.
25544132,Three new species of the bee genus Ruizantheda sensu lato (Hymenoptera: Halictidae: Caenohalictina).
26203165,"RDGBα, a PtdIns-PtdOH transfer protein, regulates G-protein-coupled PtdIns(4,5)P2 signalling during Drosophila phototransduction."
29487741,Associative memory cells and their working principle in the brain.
27614348,Nanocall: an open source basecaller for Oxford Nanopore sequencing data.
29722865,Predicting RNA-protein binding sites and motifs through combining local and global deep convolutional neural networks.
28336542,"Seten: a tool for systematic identification and comparison of processes, phenotypes, and diseases associated with RNA-binding proteins from condition-specific CLIP-seq profiles."
25061398,"Serendipity at the Smithsonian: The 107-year journey of Rhipidocyrtus muiri Falin & Engel, new genus and species (Ripidiinae, Ripidiini), from jungle beast to valid taxon."
24574852,"Description of Oculogryphus shuensis sp. n. (Coleoptera, Lampyridae), the first species of the genus in the Sino-Japanese realm, with a modified key to the subfamily Ototretinae."
23338794,Improving epistemological beliefs and moral judgment through an STS-based science ethics education program.
23317047,A history of entomological classification.
28326045,Attainable and Relevant Moral Exemplars Are More Effective than Extraordinary Exemplars in Promoting Voluntary Service Engagement.
23301099,A unique box in 28S rRNA is shared by the enigmatic insect order Zoraptera and Dictyoptera.
29086231,Canine invasive mammary carcinomas as models of human breast cancer. Part 1: natural history and prognostic factors.
29459819,Ganglioside Metabolism and Parkinson's Disease.
29449783,Conducting interactive experiments online.
29426358,Optimizing the prescription isodose level in stereotactic volumetric-modulated arc radiotherapy of lung lesions as a potential for dose de-escalation.
29802435,Treatment planning for spinal radiosurgery : A competitive multiplatform benchmark challenge.
29435491,Genomewide Identification of Essential Genes and Fitness Determinants of Streptococcus mutans UA159.
29715148,A Score to Identify Patients with Brain Metastases from Colorectal Cancer Who May Benefit from Whole-brain Radiotherapy in Addition to Stereotactic Radiosurgery/Radiotherapy.
27471495,Growth of Streptococcus mutans in Biofilms Alters Peptide Signaling at the Sub-population Level.
29534687,The SBRT database initiative of the German Society for Radiation Oncology (DEGRO): patterns of care and outcome analysis of stereotactic body radiotherapy (SBRT) for liver oligometastases in 474 patients with 623 metastases.
29434266,Future global productivity will be affected by plant trait response to climate.
29472089,Investigation of the XCAT phantom as a validation tool in cardiac MRI tracking algorithms.
29432422,TopicalPdb: A database of topically delivered peptides.
29404626,Direct dose correlation of MRI morphologic alterations of healthy liver tissue after robotic liver SBRT.
29371175,"Integrated Decentralized Training for Health Professions Education at the University of KwaZulu-Natal, South Africa: Protocol for the I-DecT Project."
29535692,In Silico Approach for Prediction of Antifungal Peptides.
25778908,Forms of non-suicidal self-injury as a function of trait aggression.
29715126,Predicting the Risk of Developing New Cerebral Lesions After Stereotactic Radiosurgery or Fractionated Stereotactic Radiotherapy for Brain Metastases from Renal Cell Carcinoma.
25485571,Development of an evidence-based clinical algorithm for practice in hypotonia assessment: a proposal.
29732237,Measuring Acquired Capability for Suicide within an Ideation-to-Action Framework.
29416092,"CD63, MHC class 1, and CD47 identify subsets of extracellular vesicles containing distinct populations of noncoding RNAs."
23681830,Consensus on hypotonia via Delphi process.
29510865,Stereotactic body radiotherapy (SBRT) for multiple pulmonary oligometastases: Analysis of number and timing of repeat SBRT as impact factors on treatment safety and efficacy.
28730054,'Toning' up hypotonia assessment: A proposal and critique.
29475924,Validation of a Survival Score for Patients Receiving Radiosurgery or Fractionated Stereotactic Radiotherapy for 1 to 3 Brain Metastases.
29097961,Exploring Cultural Competence amongst OT Students.
23904602,CHP1-mediated NHE1 biosynthetic maturation is required for Purkinje cell axon homeostasis.
22977347,"The apid cuckoo bees of the Cape Verde Islands (Hymenoptera, Apidae)."
29473020,Functional Analysis of the Chaperone-Usher Fimbrial Gene Clusters of Salmonella enterica serovar Typhi.
29844489,Correlative atomic force microscopy quantitative imaging-laser scanning confocal microscopy quantifies the impact of stressors on live cells in real-time.
27171199,"Instructed knowledge shapes feedback-driven aversive learning in striatum and orbitofrontal cortex, but not the amygdala."
29450592,Under-reported dosimetry errors due to interplay effects during VMAT dose delivery in extreme hypofractionated stereotactic radiotherapy.
29467607,Understanding the Generation of Network Bursts by Adaptive Oscillatory Neurons.
29439707,Stereotactic Body Radiotherapy (SBRT) for liver metastasis - clinical outcomes from the international multi-institutional RSSearch® Patient Registry.
25405661,IgG4 disease.
22787421,"A new species of Chalicodoma from Saudi Arabia with modified facial setae (Hymenoptera, Megachilidae)."
29439692,Automated chart review utilizing natural language processing algorithm for asthma predictive index.
23441151,Efficacy of a marine bacterial nuclease against biofilm forming microorganisms isolated from chronic rhinosinusitis.
29109185,Genome-Wide Screens Reveal New Gene Products That Influence Genetic Competence in Streptococcus mutans.
28594292,Men's perspectives on women's empowerment and intimate partner violence in rural Bangladesh.
23671335,3DEM Loupe: Analysis of macromolecular dynamics using structures from electron microscopy.
29430196,Clinimetric properties of the Nepali version of the Pain Catastrophizing Scale in individuals with chronic pain.
29444108,"Distribution of siderophore gene systems on a Vibrionaceae phylogeny: Database searches, phylogenetic analyses and evolutionary perspectives."
29599720,Ethnopharmacology-A Bibliometric Analysis of a Field of Research Meandering Between Medicine and Food Science?
29250913,Brain responses to stimuli mimicking dental treatment among non-phobic individuals: A meta-analysis.
29426890,Guanosine monophosphate reductase 1 is a potential therapeutic target for Alzheimer's disease.
29467820,Genomic comparison of Clostridium species with the potential of utilizing red algal biomass for biobutanol production.
29426360,Not all false positive diagnoses are equal: On the prognostic implications of false-positive diagnoses made in breast MRI versus in mammography / digital tomosynthesis screening.
29433421,The distribution of three candidate cold-resistant SNPs in six minorities in North China.
29445161,Anti-fouling graphene-based membranes for effective water desalination.
29472918,Next-Generation Sequencing of Antibody Display Repertoires.
29433460,"Suicide rates in China, 2004-2014: comparing data from two sample-based mortality surveillance systems."
29272451,Nonsense-mediated mRNA decay: a 'nonsense' pathway makes sense in stem cell biology.
28338728,Characterising root trait variability in chickpea (Cicer arietinum L.) germplasm.
29301302,"Batzella, Crambe and Monanchora: Highly Prolific Marine Sponge Genera Yielding Compounds with Potential Applications for Cancer and Other Therapeutic Areas."
29325141,LncMAP: Pan-cancer atlas of long noncoding RNA-mediated transcriptional network perturbations.
29408882,Modeling for influenza vaccines and adjuvants profile for safety prediction system using gene expression profiling and statistical tools.
29402951,"Presence and molecular characterization of Cryptosporidium and Giardia in recreational lake water in Tianjin, China: a preliminary study."
27732082,Risk-Taking Behavior and Suicidality: The Unique Role of Adolescent Drug Use.
22245354,Taste laterality studied by means of umami and salt stimuli: an fMRI study.
29396453,SMRT sequencing of full-length transcriptome of flea beetle Agasicles hygrophila (Selman and Vogt).
25911584,Cerebral processing of umami: A pilot study on the effects of familiarity.
10793469,The pattern of suicide in Pakistan.
14622239,"Taste-olfactory convergence, and the representation of the pleasantness of flavour, in the human brain."
29741710,"Response to Short-Term Cold Storage for Eggs of Agasicles hygrophila (Coleoptera: Chrysomelidae), a Biological Control Agent of Alligator Weed Alternanthera philoxeroides (Caryophyllales: Amaranthaceae)."
17432971,Umami: a delicious flavor formed by convergence of taste and olfactory pathways in the human brain.
29069382,Environmental factors influencing the development and spread of antibiotic resistance.
29747082,Critical knowledge gaps and research needs related to the environmental dimensions of antibiotic resistance.
25732605,METAXA2: improved identification and taxonomic classification of small and large subunit rRNA in metagenomic data.
24112409,Towards a unified paradigm for sequence-based identification of fungi.
29080949,Food cravings in food addiction: exploring a potential cut-off value of the Food Cravings Questionnaire-Trait-reduced.
25187125,ITS1: a DNA barcode better than ITS2 in eukaryotes?
29311293,PfCDPK1 is critical for malaria parasite gametogenesis and mosquito infection.
29463996,Black Phosphorus and its Biomedical Applications.
29021486,A Hypoglycemia-inducing Giant Borderline Phyllodes Tumor Secreting High-molecular-weight Insulin-Like Growth Factor II: Immunohistochemistry and a Western Blot Analysis.
27528420,Strategies to improve usability and preserve accuracy in biological sequence databases.
29671684,"Smoking, Stress Eating, and Body Weight: The Moderating Role of Perceived Stress."
28938067,A Single-Chain Photoswitchable CRISPR-Cas9 Architecture for Light-Inducible Gene Editing and Transcription.
28232577,Optical control of cell signaling by single-chain photoswitchable kinases.
23633578,On the development of three new tools for organizing and sharing information in three-dimensional electron microscopy.
27798610,Fluorescent indicators for simultaneous reporting of all four cell cycle phases.
29518469,Suppressing images of desire: Neural correlates of chocolate-related thoughts in high and low trait chocolate cravers.
29463823,"Thermally Stable, High Performance Transfer Doping of Diamond using Transition Metal Oxides."
29370823,Identification of protein lysine methylation readers with a yeast three-hybrid approach.
29518238,The DNMT3A R882H mutant displays altered flanking sequence preferences.
28364282,Manipulating perceptual parameters in a continuous performance task.
29483865,Altered Processing and Integration of Multisensory Bodily Representations and Signals in Eating Disorders: A Possible Path Toward the Understanding of Their Underlying Causes.
28701730,The MLL recombinome of acute leukemias in 2017.
27746747,Transforming Experience: The Potential of Augmented Reality and Virtual Reality for Enhancing Personal and Clinical Change.
28943239,How to effectively treat acute leukemia patients bearing MLL-rearrangements ?
29432458,Capability and opportunity in hot shooting performance: Evidence from top-scoring NBA leaders.
29417248,Recycling of phenolic compounds in Borneo's tropical peat swamp forests.
29497221,Human Non-linguistic Vocal Repertoire: Call Types and Their Meaning.
26072251,Neural processing of basic tastes in healthy young and older adults - an fMRI study.
29441341,Single incision laparoscopic cholecystectomy for patients with Mirizzi syndrome.
29466411,Molecular epidemiology of tuberculosis in Tasmania and genomic characterisation of its first known multi-drug resistant case.
22407055,The temporal change in the cortical activations due to salty and sweet tastes in humans: fMRI and time-intensity sensory evaluation.
29444696,Bedside analysis of the sublingual microvascular glycocalyx in the emergency room and intensive care unit - the GlycoNurse study.
29674657,Emergence of Vancomycin-Resistant Enterococcus faecium at an Australian Hospital: A Whole Genome Sequencing Analysis.
23604572,Localization of the primary taste cortex by contrasting passive and attentive conditions.
29179769,Catalogue of antibiotic resistome and host-tracking in drinking water deciphered by a large scale survey.
28442434,Clinical code set engineering for reusing EHR data for research: A review.
29119542,How do we get there? Effects of cognitive aging on route memory.
29484213,Nonvolatile Chemical Constituents from the Leaves of Ligusticopsis wallichiana (DC.) Pimenov & Kljuykov and Their Free Radical-Scavenging Activity.
29192060,High-content tripartite split-GFP cell-based assays to screen for modulators of small GTPase activation.
28426231,The Prevalence of Integrons as the Carrier of Antibiotic Resistance Genes in Natural and Man-Made Environments.
29451908,Cas9-mediated excision of proximal DNaseI/H3K4me3 signatures confers robust silencing of microRNA and long non-coding RNA genes.
29334238,Chemical constituents from the flowers of Satsuma mandarin and their free radical scavenging and α-glucosidase inhibitory activities.
29455307,Adansonia digitata and Adansonia gregorii fruit shells serve as a protection against high temperatures experienced during wildfires.
29256016,On the Reproducibility of Label-Free Quantitative Cross-Linking/Mass Spectrometry.
29458404,A novel integrated care concept (NICC) versus standard care in the treatment of chronic cardiovascular diseases: protocol for the randomized controlled trial CardioCare MV.
29593783,Perinatal Programming of Circadian Clock-Stress Crosstalk.
28054563,Joint QTL mapping and gene expression analysis identify positional candidate genes influencing pork quality traits.
16890544,The circadian rhythm of glucocorticoids is regulated by a gating mechanism residing in the adrenal cortical clock.
29422055,Calcineurin A beta deficiency ameliorates HFD-induced hypothalamic astrocytosis in mice.
24478134,Probability estimation with machine learning methods for dichotomous and multicategory outcome: theory.
29420170,Jak-Stat pathway induces Drosophila follicle elongation by a gradient of apical contractility.
29420625,Effects of ocean acidification and hydrodynamic conditions on carbon metabolism and dissolved organic carbon (DOC) fluxes in seagrass populations.
28617417,A cohort of 17 patients with kyphoscoliotic Ehlers-Danlos syndrome caused by biallelic mutations in FKBP14: expansion of the clinical and mutational spectrum and description of the natural history.
28361551,Antioxidant phenolic compounds from the rhizomes of Astilbe rivularis.
27924043,AraPheno: a public database for Arabidopsis thaliana phenotypes.
21468030,Analysis of the host microRNA response to Salmonella uncovers the control of major cytokines by the let-7 family.
29202476,Stromal Lkb1 deficiency leads to gastrointestinal tumorigenesis involving the IL-11-JAK/STAT3 pathway.
23143100,Differential activation and functional specialization of miR-146 and miR-155 in innate immune sensing.
29463223,Breast cancer subtype discordance: impact on post-recurrence survival and potential treatment options.
29268521,"Stereotactic body radiotherapy (SBRT) for pulmonary metastases from renal cell carcinoma-a multicenter analysis of the German working group ""Stereotactic Radiotherapy""."
29459866,Current Status of Gene Engineering Cell Therapeutics.
24947938,Rational design and validation of a Tip60 histone acetyltransferase inhibitor.
29152420,Treatment Planning for Self-Shielded Radiosurgery.
26789254,Dual RNA-seq unveils noncoding RNA functions in host-pathogen interactions.
29030654,Predictive and prognostic value of tumor volume and its changes during radical radiotherapy of stage III non-small cell lung cancer : A systematic review.
28875297,Breathing-motion-compensated robotic guided stereotactic body radiation therapy : Patterns of failure analysis.
29484171,"Publication trends of Allergy, Pediatric Allergy and Immunology, and Clinical and Translational Allergy journals: a MeSH term-based bibliometric analysis."
29382885,Comparative Analysis of Natural Radioactivity Content in Tiles made in Nigeria and Imported Tiles from China.
22933780,The C-type natriuretic peptide induces thermal hyperalgesia through a noncanonical Gβγ-dependent modulation of TRPV1 channel.
29234122,Transcriptome-wide analysis of natural antisense transcripts shows their potential role in breast cancer.
28976022,Development and validation of prognostic survival models in newly diagnosed Parkinson's disease.
26994492,"Genotoxicity and cytotoxicity of chromium, copper, manganese and lead, and their mixture in WIL2-NS human B lymphoblastoid cells is enhanced by folate depletion."
29474359,Support surfaces for pressure ulcer prevention: A network meta-analysis.
26734993,Circulating microRNA-based screening tool for breast cancer.
29391402,Differentiated surface fungal communities at point of harvest on apple fruits from rural and peri-urban orchards.
29448949,"A standardized framework for representation of ancestry data in genomics studies, with application to the NHGRI-EBI GWAS Catalog."
29415893,Thymosin α-1 does not correct F508del-CFTR in cystic fibrosis airway epithelia.
21911475,A novel role for hSMG-1 in stress granule formation.
29410814,Network analysis of the Viking Age in Ireland as portrayed in Cogadh Gaedhel re Gallaibh.
26589948,In vivo micronucleus test in the assessment of cytogenotoxicity of landfill leachates in three animal models from various ecological habitats.
29409496,Gold nanoparticles improve metabolic profile of mice fed a high-fat diet.
29383021,Micronucleus cytome assay in the differential assessment of cytotoxicity and genotoxicity of cadmium and lead in Amietophrynus regularis.
29445160,Optomechanics with a hybrid carbon nanotube resonator.
29470495,Reproducibility of preclinical animal research improves with heterogeneity of study samples.
19528978,The gustatory cortex and multisensory integration.
17468739,DNA damage induces Chk1-dependent centrosome amplification.
23772364,Co-mutation of histone H2AX S139A with Y142A rescues Y142A-induced ionising radiation sensitivity.
29456586,"Dietary canolol protects the heart against the deleterious effects induced by the association of rapeseed oil, vitamin E and coenzyme Q10 in the context of a high-fat diet."
29472627,Quantum phase transitions in highly crystalline two-dimensional superconductors.
28827761,Copy number elevation of 22q11.2 genes arrests the developmental maturation of working memory capacity and adult hippocampal neurogenesis.
28737243,Investigating the genetic regulation of the expression of 63 lipid metabolism genes in the pig skeletal muscle.
29476068,Diversity and evolution of four-domain voltage-gated cation channels of eukaryotes and their ancestral functional determinants.
29757235,Clinically Applicable Inhibitors Impacting Genome Stability.
28821268,Hypo-fractionated SBRT for localized prostate cancer: a German bi-center single treatment group feasibility trial.
29401494,Changes in the geographical distribution of plant species and climatic variables on the West Cornwall peninsula (South West UK).
29444126,Applying the multi-threat framework of stereotype threat in the context of digital gaming.
28567503,Planning benchmark study for SBRT of early stage NSCLC : Results of the DEGRO Working Group Stereotactic Radiotherapy.Planvergleichsstudie bei der SBRT des NSCLC im Frühstadium : Ergebnisse der DEGRO AG Stereotaxie.
29453392,A novel flatworm-specific gene implicated in reproduction in Macrostomum lignano.
29455662,The role of RICTOR downstream of receptor tyrosine kinase in cancers.
26666205,Structure and function of neonatal social communication in a genetic mouse model of autism.
29369447,Critical reappraisal of mechanistic links of copy number variants to dimensional constructs of neuropsychiatric disorders in mouse models.
29455649,Molecular subtyping of nasopharyngeal carcinoma (NPC) and a microRNA-based prognostic model for distant metastasis.
24298416,Design and evaluation of a laboratory prototype system for 3D photoacoustic full breast tomography.
25127741,Neonatal maternal separation alters the capacity of adult neural precursor cells to differentiate into neurons via methylation of retinoic Acid receptor gene promoter.
26429273,In-plane ultrasonic needle tracking using a fiber-optic hydrophone.
28623369,Looking beyond the imaging plane: 3D needle tracking with a linear array ultrasound probe.
